v1,v2,cleaned_text
ham,how stupid to say that i challenge godyou dont think at all on what i write instead you respond immed,ham
ham,yeah i should be able to ill text you when im ready to meet up,ham
ham,v skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey if i dont make it hav gd night,ham
ham, says that hes quitting at least5times a day so i wudnt take much notice of that nah she didnt mind are you gonna see him again do you want to come to taunton tonight u can tell me all about ,ham
ham,when you get free call me,ham
ham,how have your little darlings been so far this week need a coffee run tomocant believe its that time of week already û,ham
ham,ok i msg u b4 i leave my house,ham
ham,still at west coast haiz ìïll take forever to come back,ham
ham,mmm  fuck  merry christmas to me,ham
ham,alright thanks for the advice enjoy your night out ima try to get some sleep,ham
ham,update your face book status frequently ,ham
ham,just now saw your messageit k da,ham
ham,was it something u ate,ham
ham,so what did the bank say about the money,ham
ham,aiyar dun disturb u liao thk u have lots 2 do aft ur cupboard come,ham
ham,hey they r not watching movie tonight so ill prob b home early,ham
ham,yar lor how u noe u used dat route too,ham
ham,2mro i am not coming to gym machan goodnight,ham
ham,dont think you need yellow card for uk travel ask someone that has gone before if you do its just  ltgt bucks,ham
ham,can u look 4 me in da lib i got stuff havent finish yet,ham
ham,sounds great im going to sleep now have a good night,ham
spam,dont b floppy b snappy  happy only gay chat service with photo upload call 08718730666 10pmin 2 stop our texts call 08712460324,spam
ham,housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand,ham
ham,how come u got nothing to do,ham
ham,nothing will ever be easy but dont be looking for a reason not to take a risk on life and love,ham
ham,i want to grasp your pretty booty ,ham
ham,ive got it down to a tea not sure which flavour,ham
ham,im going 2 orchard now laready me reaching soon u reaching,ham
ham,dear i am not denying your words please,ham
ham,you know my old dom i told you about yesterday  his name is roger he got in touch with me last night and wants me to meet him today at 2 pm,ham
ham,come back to tampa ffffuuuuuuu,ham
ham,2 celebrate my båõday y else,ham
ham,merry christmas to u too annie,ham
ham,please tell me you have some of that special stock you were talking about,ham
ham,i sent them do you like,ham
spam,urgent ur awarded a complimentary trip to eurodisinc trav acoentry41 or å£1000 to claim txt dis to 87121 186å£150morefrmmob shracomorsglsuplt10 ls1 3aj,spam
ham,awesome be there in a minute,ham
ham,and that is the problem you walk around in julianaland oblivious to what is going on around you i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do its not that you dont know why im upsetits that you dont listen when i tell you what is going to upset me then you want to be surprised when im mad,ham
ham,ive told you everything will stop just dont let her get dehydrated,ham
ham,or i guess  ltgt  min,ham
ham,im home ard wat time will u reach,ham
ham,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone     moralone can 4get d name of a person,ham
ham,if you want to mapquest it or something look up usf dogwood drive,ham
ham,aight should i just plan to come up later tonight,ham
ham,die i accidentally deleted e msg i suppose 2 put in e sim archive haiz i so sad,ham
spam,welcome to ukmobiledate this msg is free giving you free calling to 08719839835 future mgs billed at 150p daily to cancel send go stop to 89123,spam
ham,this is wishing you a great day moji told me about your offer and as always i was speechless you offer so easily to go to great lengths on my behalf and its stunning my exam is next friday after that i will keep in touch more sorry,ham
ham,thanks again for your reply today when is ur visa coming in and r u still buying the gucci and bags my sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money later sha,ham
ham,sorry i flaked last night shits seriously goin down with my roommate what you up to tonight,ham
ham,he said i look pretty wif long hair wat but i thk hes cutting quite short 4 me leh,ham
ham,ranjith cal drpd deeraj and deepak 5min hold,ham
ham,cheers for callin babesozi culdnt talkbut i wannatell u details later wenwecan chat properly x,ham
ham,hey u still at the gym,ham
ham,she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife,ham
ham,much better now thanks lol,ham
ham,nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan 2 meet them xy ask me 2 bring u along 4 our next meeting,ham
ham,lemme know when i can swing by and pick up im free basically any time after 1 all this semester,ham
ham,wa u so efficient gee thanx,ham
spam,3 you have received your mobile content enjoy,spam
ham,s but not able to sleep,ham
spam,want explicit sex in 30 secs ring 02073162414 now costs 20pmin,spam
ham,we will meet soon princess ttyl,ham
ham,ill pick you up at about 515pm to go to taunton if you still want to come,ham
ham,oh only 4 outside players allowed to play know,ham
ham,i anything lor,ham
ham,erutupalam thandiyachu,ham
ham,y cant u try new invention to flyim not joking,ham
ham,noits ful of song lyrics,ham
ham,what do u reckon as need 2 arrange transport if u cant do it thanks,ham
ham,true lov n care wil nevr go unrecognized though somone often makes mistakes when valuing it but they will definitly undrstnd once when they start missing it,ham
ham,shopping eh ger i toking abt syd lehhaha,ham
ham,what not under standing,ham
ham,have  good weekend,ham
ham,miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins,ham
ham,call me when you get the chance plz lt3,ham
ham,the new deus ex game comin early next yr,ham
ham,my computer just fried the only essential part we dont keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  ltgt 7,ham
ham,my friend shes studying at warwick weve planned to go shopping and to concert tmw but it may be canceled havnt seen  for ages yeah we should get together sometime,ham
ham,probably a couple hours tops,ham
ham,lol  grins  im not babe but thanks for thinking of me,ham
ham,man this bus is so so so slow i think youre gonna get there before me,ham
ham,hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day,ham
ham,in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade,ham
ham,ok,ham
spam,latest nokia mobile or ipod mp3 player å£400 proze guaranteed reply with win to 83355 now norcorp ltdå£150mtmsgrcvd18,spam
spam,sms services for your inclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625comuk 220cm2 9ae,spam
ham,nvm take ur time,ham
ham,so wats da decision,ham
ham,wot is u up 2 then bitch,ham
ham,stupidits not possible,ham
ham,she told to hr that he want posting in chennaibecause im working here,ham
spam,mobile club choose any of the top quality items for your mobile 7cfca1a,spam
ham,when are you guys leaving,ham
ham,he neva grumble but i sad lor hee buy tmr lor aft lunch but we still meetin 4 lunch tmr a not neva hear fr them lei ìï got a lot of work ar,ham
ham,not able to do anything,ham
ham,ìï takin linear algebra today,ham
ham,this weekend is fine an excuse not to do too much decorating,ham
ham,sorry i missed you babe i was up late and slept in i hope you enjoy your driving lesson boytoy i miss you too  teasing kiss,ham
ham,now project pa after that only i can come,ham
spam,money i have won wining number 946 wot do i do next,spam
ham,sure whenever you show the fuck up gt,ham
ham,that was random saw my old roomate on campus he graduated,ham
spam,congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,spam
